id,title,cabinet_title,full_title,list_title,entity_type,subtype,address,short_address,full_address,map_address,city_address,latitude,longitude,description,conditions,price_min,price_max,daily_price_min,daily_price_max,currency_id,currency_title,currency_symbol,prepayment,rooms_total,bedroom_total,count_rooms,count_reviews,count_real_reviews,rating_overall,entity_rating,total_rating,user_rating,stars,country_id,region_id,city_id,aria_id,count_photos,count_guest,count_guest_max,categories_count,occupied_categories,last_reserve,last_reserve_label,is_new,is_instant_reserve,is_searchable_and_has_prices,allow_quota,food_type_label,food_type_text_short,food_type_text_full,status_enabled,status_checked,status_deleted,owner_first_time,owner_update_time,ros_accreditation_code,ros_accreditation_url,ics_export_link,more_often,more_often_type,params,url
1435824,"Гостиница ""Ангара""","Гостиница ""Ангара""","Гостиница ""Ангара""","Гостиница ""Ангара""",hotel,hotel_common,"Иркутск, улица Сухэ-Батора, 7","улица Сухэ-Батора, 7","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, улица Сухэ-Батора, 7",Иркутск,52.287837,104.282241,"Гостиничный комплекс «Ангара» - крупнейший отель 3* в Иркутске, расположенный историческом центре города. Номера комфортные и уютные, оформлены в современном стиле и оснащены всем необходимым. Из окон открывается шикарная панорама на центральную площадь.

Через дорогу от отеля «Ангара» находится сквер имени Кирова. В пешей доступности расположены основные достопримечательности города: Нижняя Набережная, сквер у Вечного Огня, готический Польский костел, Спасская церковь и собор Богоявления. Рядом с отелем находится остановка общественного транспорта, аптека и супермаркет. Вы быстро и недорого доберетесь до отеля от аэропорта (25 мин) и ж/д вокзала (8 мин).",Размещение домашних животных допускается по предварительному согласованию и за дополнительную оплату  - 1 500 рублей в сутки c оплатой обеспечительного платежа (депозита) в размере 5000 рублей в качестве гарантии оплаты за возможный причиненный ущерб животным в период проживания в Отеле.,4500,11200,3600,8960,RUB,Рубль,₽,20,300,,1,538,473,94,10,100,93,3,1,251,3394,0,53,0,0,7,0,2026-01-25 15:20:17,22 часа назад,False,True,True,True,,,,,,,,,С382024008131,https://tourism.fsa.gov.ru/ru/resorts/hotels/5ce3ac9c-c607-11ef-92da-8980aaa5dad5,https://tvil.ru/entity/ical/ics/1435824/,Популярен: 51% путешествуют одни,PercentLonely,"{""transfer_from_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_to_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_from_airport"": ""Предоставляется, не входит в стоимость"", ""transfer_to_airport"": ""Предоставляется, не входит в стоимость"", ""distance_to_sea"": null}",https://tvil.ru/entity/1435824
906031,"Гостиница ""Matreshka""","Гостиница ""Matreshka""","Гостиница ""Matreshka""","Гостиница ""Matreshka""",hotel,hotel_common,"Иркутск, улица Софьи Перовской, 31","улица Софьи Перовской, 31","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, улица Софьи Перовской, 31",Иркутск,52.282041,104.300505,"Отель принял своих первых гостей в 2015-ом году. Удобное месторасположение нашей гостиницы привлекательно как для туристов, так и для деловых людей и семейных пар с детьми. 
Отель находится в 10 минутах езды от аэропорта и 15 минутах от железнодорожного вокзала. Удобная транспортная доступность позволяет легко и быстро добраться в любую часть города. 
В стоимость номеров уже включены завтраки, которые не оставят вас равнодушными. По желанию гостей завтрак может подаваться в номер, если Вы любитель позавтракать в постели. А также мы можем приготовить домашние обед и ужин, которые накроем для Вас в нашем уютном кафе.
З5 просторных и светлых номеров разных категорий со всеми удобствами. Уютный интерьер, удобное расположение гостиницы.",,3567,9471,2854,7577,RUB,Рубль,₽,20,35,,1,135,95,88,10,96,79,2,1,251,3394,0,74,0,0,6,0,2026-01-08 09:46:45,,False,True,True,True,,,,,,,,,С382024004676,https://tourism.fsa.gov.ru/ru/resorts/hotels/36f2bb4a-c608-11ef-92da-7b47f04d2596,https://tvil.ru/entity/ical/ics/906031/,Популярен: 51% путешествуют одни,PercentLonely,"{""transfer_from_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_to_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_from_airport"": ""Предоставляется, не входит в стоимость"", ""transfer_to_airport"": ""Предоставляется, не входит в стоимость"", ""distance_to_sea"": null}",https://tvil.ru/entity/906031
1265180,"Отель ""Байкал Бизнес Центр""","Отель ""Байкал Бизнес Центр""","Отель ""Байкал Бизнес Центр""","Отель ""Байкал Бизнес Центр""",hotel,hotel_common,"Иркутск, Байкальская улица, 279","Байкальская улица, 279","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, Байкальская улица, 279",Иркутск,52.257479,104.353788,"Здание отеля находится в экологически чистом районе Иркутска, в 5 минутах езды от аэропорта и всего в часе езды от легендарного озера Байкал.
Интерьеры отеля разрабатывались лучшими дизайнерами и художниками. Отдыхая в номере, вы будете чувствовать себя уютно и комфортно, как дома. Мы гарантируем высокий уровень клиентского обслуживания.
Возможности отеля широки и разнообразны, при этом ваша безопасность всегда обеспечена: высококлассный сервис, современные технологии и защита здоровья.
Отель “Байкал Бизнес Центр” – это гарант достойного отдыха и спокойной реализации планов.","Заселение в период до 02:00 часов суток заезда оплачивается в размере 100% от стоимости номера (в стоимость номера включен завтрак).
Заселение в период с 02:00 до 14:00 часов суток заезда оплачивается в размере 50 % от стоимости номера.

Выезд позже 12:00 часов дня возможен при наличии свободных номеров и оплачивается дополнительно.  Выезд в период с 12:00 до 18:00 часов оплачивается в размере 50% от стоимости номера; выезд после 18:00 часов оплачивается в размере 100% от стоимости номера. При проживании не более суток (менее 24 часов) плата взимается за сутки.

- Дети до 7-ти лет в номере с родителями размещаются бесплатно (завтрак оплачивается отдельно).
- Оплата за проживание и дополнительные услуги в отеле производится в рублях.",6100,51000,4880,40800,RUB,Рубль,₽,20,59,,1,182,172,0,10,100,95,4,1,251,3394,0,70,0,0,6,0,2025-12-24 15:55:13,,False,True,True,True,,,,,,,,,С382024020390,https://tourism.fsa.gov.ru/ru/resorts/hotels/e325cadd-c607-11ef-92da-b7a9daf9c726,https://tvil.ru/entity/ical/ics/1265180/,Популярен: 44% путешествуют одни,PercentLonely,"{""transfer_from_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_to_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_from_airport"": ""Предоставляется, не входит в стоимость"", ""transfer_to_airport"": ""Предоставляется, не входит в стоимость"", ""distance_to_sea"": null}",https://tvil.ru/entity/1265180
1434513,"Парк отель ""Байкал""","Парк отель ""Байкал""","Парк отель ""Байкал""","Парк отель ""Байкал""",hotel,hotel_common,"Утулик, Территория туристической базы ""Байкал""","Территория туристической базы ""Байкал""","Россия, Иркутская область, Утулик","Россия, Иркутская область, Утулик, Территория туристической базы ""Байкал""",Утулик,51.550580,104.038244,"Парк-отель ""Байкал""  расположен на южном берегу озера рядом с поселком Утулик и городом Байкальск, у подножия Хамар-Дабана близ горнолыжного комплекса «Гора Соболиная». У нас есть комфортабельные теплые домики для семей и больших компаний. Удобные номера, зимние развлечения прямо на территории (каток, горка, лыжи), и всего 50 метров до захватывающего дух Байкала! Близость к горнолыжным склонам делает наш отель идеальным местом для сноубордистов и горнолыжников!""","При заселении с животными и предоставлении эл.плитки для приготовления пищи вносится залог в размере 5000Р.
",3500,13500,2450,9450,RUB,Рубль,₽,30,9,,1,23,5,89,10,100,89,,1,251,29213,0,71,0,0,7,0,2026-01-05 13:24:39,,False,True,True,True,,,,,,,,,С382025006771,https://tourism.fsa.gov.ru/ru/resorts/hotels/2637b2ff-790f-11f0-aea5-81e55463fb95,https://tvil.ru/entity/ical/ics/1434513/,Большой спрос: 43% семьи с детьми,PercentWithChildren,"{""transfer_from_railway_station"": ""Не предоставляется"", ""transfer_to_railway_station"": ""Не предоставляется"", ""transfer_from_airport"": ""Не предоставляется"", ""transfer_to_airport"": ""Не предоставляется"", ""distance_to_sea"": null}",https://tvil.ru/entity/1434513
1296851,"Гостиница ""Русь""","Гостиница ""Русь""","Гостиница ""Русь""","Гостиница ""Русь""",hotel,hotel_common,"Иркутск, улица Свердлова, 19","улица Свердлова, 19","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, улица Свердлова, 19",Иркутск,52.284284,104.279035,"Гостиница «Русь» – одна из первых гостиниц города Иркутска.

Мы славимся не только удобным расположением и теплым отношением к каждому гостю, но и высоким профессионализмом.

Небольшая и уютная гостиница приходится по душе всем, кто ценит уединение и тишину. Удобное расположение в самом центре Иркутска, но вдали от транспортных магистралей особенно ценится постоянными гостями.

Номерной фонд гостиницы небольшой - всего 56 номеров, где есть все необходимое для того, чтобы Вы могли почувствовать себя как дома.

Для деловых людей имеется зал для совещаний и переговоров, презентаций.

В ресторане русской кухни «Славянка» со стилизованным интерьером из сибирской лиственницы попробуйте фирменные блюда, приготовленные по классическим рецептам, собранным из разных уголков нашей большой страны.",,4100,10300,3280,8240,RUB,Рубль,₽,20,56,,1,95,80,0,8,100,0,,1,251,3394,0,47,0,0,5,0,2026-01-20 18:11:53,19 часов назад,False,True,True,True,,,,,,,,,С382024003422,https://tourism.fsa.gov.ru/ru/resorts/hotels/285f1c98-c606-11ef-92da-1d82daf15121,https://tvil.ru/entity/ical/ics/1296851/,Популярен: 62% путешествуют одни,PercentLonely,"{""transfer_from_railway_station"": ""Не предоставляется"", ""transfer_to_railway_station"": ""Не предоставляется"", ""transfer_from_airport"": ""Не предоставляется"", ""transfer_to_airport"": ""Не предоставляется"", ""distance_to_sea"": null}",https://tvil.ru/entity/1296851
1328740,"Гостиница ""На Звездинской""","Гостиница ""На Звездинской""","Гостиница ""На Звездинской""","Гостиница ""На Звездинской""",hotel,hotel_common,"Иркутск, Звездинская улица, 5","Звездинская улица, 5","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, Звездинская улица, 5",Иркутск,52.273413,104.255994,"«Гостиница на Звездинской» находится в самом центре городской жизни. Расположен в 5 минутах езды от ж.-д. вокзала, в 50 минутах от аэропорта. Прекрасная транспортная развязка (остановки автобусов и трамвая находятся в 3 минутах ходьбы) позволяет быстро добраться в любую точку города. Доехать от нашей гостиницы до озера Байкал можно за 1 час. Так Вы попадете в то место, где из озера Байкала вытекает река Ангара, увидите Шаман камень, попробуете местный деликатес – рыбу омуль, почувствуете мощь древнейшего озера, самого глубокого озера мира. Недалеко от гостиницы находится Нерпинарий, в котором можно посмотреть единственное в мире шоу дрессированных нерп. Байкальская нерпа – это символ Байкала, один из самых красивых его обитателей.
В шаговой доступности от нас находится роща «Звездочка» в которой чистый хвойный воздух, множество различных птиц и белок, ухоженные пешеходные дорожки, площадки для мини футбола, волейбола, баскетбола. Роща - прекрасное место для утренних пробежек и неспешных  прогулок. 
До исторического центра можно добраться на общественном транспорте за 15 минут, прогуляться по набережной, посетить 130 квартал - специально созданную зону исторической застройки в Иркутске, включающую в себя несколько десятков памятников архитектуры и истории города.
«Гостевой дом на Звездинской» - новая гостиница, построенная в 2016 году, в 2020 году сделан косметический ремонт общих зон. Гостиница занимает отдельное трехэтажное здание, оборудованное пожарной, охранной сигнализацией, системой видеонаблюдения, электронными замками, резервной системой водоснабжения, индивидуальным отоплением и горячим водоснабжением. Гостиница успешно прошла проверку государственного пожарного надзора в 2019 году. В 2019 году «Гостевой дом на Звездинской» аттестован на 2 звезды. Номера небольшие, но уютные: в каждом свой сан.узел, ж-к телевизор, холодильник, зеркало в полный рост, удобные кровати, белое пастельное белье. Уборка номеров производится ежедневно, смена белья – раз в 3 дня. Бесплатные завтраки, бесплатный Wi-Fi в номерах и в общественных зонах гостиницы,  бесплатная парковка, находящаяся под видеонаблюдением. 
Наша гостиница отлично подходит для размещения групп до 60 человек. 
Мы рады нашим гостям в любое время дня и ночи, поэтому стойка рецепции работает для вас круглосуточно!",,4000,4500,2800,3150,RUB,Рубль,₽,30,30,,1,56,30,96,3,100,0,2,1,251,3394,0,35,0,0,4,0,2026-01-23 21:39:44,16 часов назад,False,True,True,True,,,,,,,,,С382024001384,https://tourism.fsa.gov.ru/ru/resorts/hotels/12b3ab71-c607-11ef-92da-f963dc0f1dec,https://tvil.ru/entity/ical/ics/1328740/,Популярен: 46% путешествуют одни,PercentLonely,"{""transfer_from_railway_station"": ""Не предоставляется"", ""transfer_to_railway_station"": ""Не предоставляется"", ""transfer_from_airport"": ""Не предоставляется"", ""transfer_to_airport"": ""Не предоставляется"", ""distance_to_sea"": null}",https://tvil.ru/entity/1328740
1845315,"Апарт -отель ""BaikalStory ""","Апарт -отель ""BaikalStory ""","Апарт -отель ""BaikalStory ""","Апарт -отель ""BaikalStory """,hotel,hotel_mini,"Иркутск, улица Лыткина, 9/6","улица Лыткина, 9/6","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, улица Лыткина, 9/6",Иркутск,52.263250,104.305015,"Наши апартаменты расположены с 5 по 13 этаж в новом жилом доме. Мы находимся в 10 минутах на такси от аэропорта, 8 км от ж.д. вокзала, 500 метров от ближайшей остановки общественного транспорта. До центра города 5-7 минут на такси.",,4280,6350,3039,4508,RUB,Рубль,₽,29,10,,1,7,1,0,10,96,0,,1,251,3394,0,192,0,0,8,0,2025-12-19 13:55:23,,False,True,True,True,,,,,,,,,,,https://tvil.ru/entity/ical/ics/1845315/,,,"{""transfer_from_railway_station"": ""Не предоставляется"", ""transfer_to_railway_station"": ""Не предоставляется"", ""transfer_from_airport"": ""Не предоставляется"", ""transfer_to_airport"": ""Не предоставляется"", ""distance_to_sea"": null}",https://tvil.ru/entity/1845315
1889753,"Мини-отель ""Проспект""","Мини-отель ""Проспект""","Мини-отель ""Проспект""","Мини-отель ""Проспект""",hotel,hotel_mini,"Иркутск, проспект Маршала Жукова, 5/4","проспект Маршала Жукова, 5/4","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, проспект Маршала Жукова, 5/4",Иркутск,52.250488,104.353910,"Ютный мини-отель ""Проспект"" в спокойном районе станет домом на время пребывания в городе Иркутске. Отель находится в 15 мин до центра города и в 5 минутах от Аэропорта 
Отель оформлен в современном лаконичном стиле в дереве и зелени. На ресепшене круглосуточный прием и обслуживание гостей. Администратор с удовольствием поможет в решении любого вопроса! Организует утреннюю побудку, закажет такси или сориентирует по городу. 

На территории отеля есть общая кухня с плитой и чайником, где отель угощает гостей чаем и печеньем; зона отдыха с телевизором, место для курения. Качественный ремонт: ковровое покрытие в номерах, стеклопакеты, звуко-изолированные двери, кровати с ортопедическими матрасами, есть индивидуальные шкафчики для хранения вещей, Wi-Fi. В свободном пользовании гостиная зона, кухня, стиральная машинка, гладильная доска, утюг. Для гостей отель проводит ежедневную уборку номеров.

Рядом с отелем живописная набережная – прекрасное место для прогулок с детьми. Музей-ледокол «Ангара» - один из самых старых сохранившихся ледоколов в мире. Пристань скоростных судов «Ракета» с маршрутами вдоль Большой Байкальской Тропы и яхт-клуб. Байкальский тракт ведущий к ближайшей от города точке озера Байкал – легендарный Шаман-Камень. На набережной расположен ресторанный комплекс с панорамным видом на Ангару. Там можно попробовать азиатскую, русскую и бурятскую кухню, есть кальянные залы. Прямо во дворе дома расположены: супермаркеты и фирменные магазины местных фермерских хозяйств, офис Сбербанка, аптека, СПА-салон, студия красоты, Арт-студия, ирландский паб, пиццерия, суши-доставка, ателье.",,2500,4500,1825,3285,RUB,Рубль,₽,27,4,,1,4,3,0,10,100,0,,1,251,3394,0,18,0,0,2,0,2025-11-09 09:56:57,,False,True,True,True,,,,,,,,,С382025007515,https://tourism.fsa.gov.ru/ru/resorts/hotels/cf90afc9-7ceb-11f0-b541-75cd3aeb003f,https://tvil.ru/entity/ical/ics/1889753/,Большой спрос: 43% семьи с детьми,PercentWithChildren,"{""transfer_from_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_to_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_from_airport"": ""Предоставляется, не входит в стоимость"", ""transfer_to_airport"": ""Предоставляется, не входит в стоимость"", ""distance_to_sea"": null}",https://tvil.ru/entity/1889753
1564528,"Гостевой дом ""Байкал""","Гостевой дом ""Байкал""","Гостевой дом ""Байкал""","Гостевой дом ""Байкал""",hotel,hotel_dom,"Иркутск, улица Лапина, 14","улица Лапина, 14","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, улица Лапина, 14",Иркутск,52.279050,104.286159,"Доброго времени суток! Гостевой дом «БАЙКАЛ» - расположен в самом сердце города Иркутска! Находимся мы по адресу: 664 003, Иркутская область, город Иркутск, ул. Лапина 14А (остановка «Филармония», витражное здание напротив пожарной машины МЧС).

Мы предлагаем чистые и уютные номера трех категорий: «СТАНДАРТ» (одноместное или двухместное размещение)  (всего 8 номеров данной категории на 2 и 3 этажах), «СЕМЕЙНЫЙ» (одноместное, двухместное, трехместное или четырехместное размещение)  (всего 5 номеров данной категории на 3х этажах),  и «СЕМЕЙНЫЙ С КУХНЕЙ» (одноместное, двухместное, трехместное или четырехместное размещение) (всего 2 номера данной категории на 2 и 3 этажах). Есть почасовая оплата. На 1 этаже есть номер для людей с ограниченными возможностями (№4 семейный номер, 2 двуспальные кровати). 

В наших номерах есть: две раздельные односпальные кровати(полуторки), плоский телевизор, бесплатный WI-FI, детские телеканалы,  письменный стол, настольная лампа,  стул, письменные принадлежности: ручка шариковая (бумага по запросу), шкаф для одежды, зеркало в полный рост, вешалки для одежды, фен высокой мощности, швейный набор, щетка для одежды, пакет для стирки вещей, тумба для обуви, одноразовые махровые тапочки,  прикроватные коврики, стационарный телефон, водонагреватель 100 или 50 литров (на случай отключения горячей воды), электрический чайник, чайная станция (чай черный и зеленый, сахар в стиках, кофе в зернах на ресепшене - входит в стоимость проживания), одноразовые гигиенические принадлежности для душа (зубной набор, мыло, гель, шампунь, шапочка), освежитель для воздуха, диспенсер для гигиенических принадлежностей, махровое полотенце для ног,  набор полотенец  для душа, свежее постельное белье, зарядка для любого телефона (по запросу - бесплатно), обогреватель (по запросу - бесплатно), посуда (по запросу - бесплтано), прикроватные светильники (также доступны по запросу - бесплатно),  в некоторых номерах есть мини-холодильники (№8 (стандарт 2 этаж), №7 (стандарт 2 этаж), №10 (семейный 2 этаж), №12 (семейный 2 этаж),№11 (семейный с кухней 2 этаж),№18 (семейный с кухней 3 этаж), кондиционеры (семейный №19 3 этаж, стандартный №13 3 этаж, стандартный №14 3 этаж) и мягкая мебель (диван и кресло) в номерах  (№12 (семейный 2 этаж), №19 (семейный 3 этаж)). 

На ресепшене Вы можете насладиться  натуральным зерновым кофе воспользовавшись кофе машиной, на каждом этаже есть кулер с водой Байкала и одноразовыми стаканчиками, на ресепшене микроволновка  и одноразовые стаканчики для чая, кофе и воды на ресепшене. Также наши гости могут воспользоваться стиральной машиной, гладильной доской и утюгом - бесплатно (со своим средством для стирки). У нас есть наземная уличная наша парковка для наших гостей -бесплатно! Доступны дополнительные  услуги: ранний заезд   и поздний выезд. Наши гости могут бесплатно могут воспользоваться камерой хранения и сейфом! Мы делаем отчетные документы и регистрацию (входит в стоимость проживания)!

Время заезда в гостевой дом 14:00, время выезда из гостевого дома: 12:00.

Питание не предоставляется, завтраки (по запросу- платно, преждевременное бронирование) на ресепшене кофейная станция, в номерах чайная станция (в каждом номере).",,3200,8000,2336,5840,RUB,Рубль,₽,27,15,,1,32,14,98,10,100,98,,1,251,3394,0,317,0,0,4,0,2026-01-24 16:30:06,21 час назад,False,True,True,True,,,,,,,,,С382025017627,https://tourism.fsa.gov.ru/ru/resorts/hotels/88e08436-db2a-11f0-969b-774ececf5bf2,https://tvil.ru/entity/ical/ics/1564528/,Популярен: 37% путешествуют одни,PercentLonely,"{""transfer_from_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_to_railway_station"": ""Предоставляется, не входит в стоимость"", ""transfer_from_airport"": ""Предоставляется, не входит в стоимость"", ""transfer_to_airport"": ""Предоставляется, не входит в стоимость"", ""distance_to_sea"": null}",https://tvil.ru/entity/1564528
1782205,"Гостиница ""Березка""","Гостиница ""Березка""","Гостиница ""Березка""","Гостиница ""Березка""",hotel,hotel_mini,"Иркутск, улица Седова, 16/1","улица Седова, 16/1","Россия, Иркутская область, Иркутск","Россия, Иркутская область, Иркутск, улица Седова, 16/1",Иркутск,52.274658,104.288818,"Отель ""Березка"" расположен в самом центре г. Иркутска, на верхнем уровне, в самом центре 130-го исторического квартала. Рядом расположены кафе, рестораны, ТЦ Модный квартал, Иннокентьевский мост, Церковь, Иркутский музыкальный театр. Расстояние до аэропорта составляет 7 км, до железнодорожного вокзала 5 км.

К услугам гостей представлены просторные номера, которые оформлены в современном стиле хайтек, а так же часть номеров, расположенных на верхнем этаже оформлены в русском стиле с натуральными деревянными стенами из сосны, с потрясающим панорамным видом на город. 

Для всех гостей бесплатно предоставляются туалетно-косметические принадлежности, махровые халаты, вода, горячий чай или кофе.",,4200,7800,3066,5694,RUB,Рубль,₽,27,4,,1,2,0,0,4,100,0,,1,251,3394,0,9,0,0,2,0,2025-12-30 18:00:52,,False,True,True,True,,,,,,,,,С382024011903,https://tourism.fsa.gov.ru/ru/resorts/hotels/85b72405-c606-11ef-92da-fb93cbc7047b,https://tvil.ru/entity/ical/ics/1782205/,,,"{""transfer_from_railway_station"": ""Не предоставляется"", ""transfer_to_railway_station"": ""Не предоставляется"", ""transfer_from_airport"": ""Не предоставляется"", ""transfer_to_airport"": ""Не предоставляется"", ""distance_to_sea"": null}",https://tvil.ru/entity/1782205
